Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
01/01/19 00:00,801,West 79th Street over Amtrak and Rotunda Complex Rehabilitation,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,"Bridges, Streets and Roadways",Manhattan,DOT,,Design,07/10/00,34427058,,-173244000,,-210390442,04/16/2024,177,402,
05/01/19 00:00,801,West 79th Street over Amtrak and Rotunda Complex Rehabilitation,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,"Bridges, Streets and Roadways",Manhattan,DOT,,Construction Procurement,07/10/00,40514808,,6087750,,-210390442,10/26/2024,193,402,
09/01/19 00:00,801,West 79th Street over Amtrak and Rotunda Complex Rehabilitation,,"Bridges, Streets and Roadways",Manhattan,DOT,,,,,,,,-210390442,,,402,
03/01/18 00:00,802,South Brooklyn Crosstown SBS,"The Southern Brooklyn B82 Select Bus Service is part of the Select Bus Service (SBS) program developed in partnership with NYCT. The Southern Brooklyn Crosstown bus route aims to improve bus speeds, reliability, and driver and pedestrian safety along a 10-mile bus route in the Borough of Brooklyn from the Gravesend to Spring Creek neighborhoods. The B82 SBS will be launched in 2018 by NYC DOT and NYCTA. The capital project focuses on the 7.5-mile portion of the entire SBS corridor along Kings Highway (Segment K), Flatlands Avenue (Segment F), and Pennsylvania Avenue (Segment P). Along these three corridors, the capital project will build a combination of new bus lanes with high-quality bus stations and signal timing changes, as well as safety improvements for bus passengers, pedestrians, and all street users. Bus stops will be rehabilitated with expanded ADA-accessible platforms, bus shelters, lighting, and seating. Concrete curb extensions and central medians will be built to reduce crossing distances. Additionally, all the medians along Kings Highway will be reconstructed bringing them to a state of good repair along with the bus stops.",Streets and Roadways,Brooklyn,DOT,,Design,12/07/17,81709000,,,,1999154,05/09/24,,0,
08/01/18 00:00,802,South Brooklyn Crosstown SBS,"The Southern Brooklyn B82 Select Bus Service is part of the Select Bus Service (SBS) program developed in partnership with NYCT. The Southern Brooklyn Crosstown bus route aims to improve bus speeds, reliability, and driver and pedestrian safety along a 10-mile bus route in the Borough of Brooklyn from the Gravesend to Spring Creek neighborhoods. The B82 SBS will be launched in 2018 by NYC DOT and NYCTA. The capital project focuses on the 7.5-mile portion of the entire SBS corridor along Kings Highway (Segment K), Flatlands Avenue (Segment F), and Pennsylvania Avenue (Segment P). Along these three corridors, the capital project will build a combination of new bus lanes with high-quality bus stations and signal timing changes, as well as safety improvements for bus passengers, pedestrians, and all street users. Bus stops will be rehabilitated with expanded ADA-accessible platforms, bus shelters, lighting, and seating. Concrete curb extensions and central medians will be built to reduce crossing distances. Additionally, all the medians along Kings Highway will be reconstructed bringing them to a state of good repair along with the bus stops.",Streets and Roadways,Brooklyn,DOT,,Design,12/07/17,84196154,,2487154,,1999154,05/09/24,0,0,
01/01/19 00:00,802,South Brooklyn Crosstown SBS,"The Southern Brooklyn B82 Select Bus Service is part of the Select Bus Service (SBS) program developed in partnership with NYCT. The Southern Brooklyn Crosstown bus route aims to improve bus speeds, reliability, and driver and pedestrian safety along a 10-mile bus route in the Borough of Brooklyn from the Gravesend to Spring Creek neighborhoods. The B82 SBS will be launched in 2018 by NYC DOT and NYCTA. The capital project focuses on the 7.5-mile portion of the entire SBS corridor along Kings Highway (Segment K), Flatlands Avenue (Segment F), and Pennsylvania Avenue (Segment P). Along these three corridors, the capital project will build a combination of new bus lanes with high-quality bus stations and signal timing changes, as well as safety improvements for bus passengers, pedestrians, and all street users. Bus stops will be rehabilitated with expanded ADA-accessible platforms, bus shelters, lighting, and seating. Concrete curb extensions and central medians will be built to reduce crossing distances. Additionally, all the medians along Kings Highway will be reconstructed bringing them to a state of good repair along with the bus stops.",Streets and Roadways,Brooklyn,DOT,,Design,12/07/17,83008154,,-1188000,,1999154,05/09/24,0,0,
05/01/19 00:00,802,South Brooklyn Crosstown SBS,"The Southern Brooklyn B82 Select Bus Service is part of the Select Bus Service (SBS) program developed in partnership with NYCT. The Southern Brooklyn Crosstown bus route aims to improve bus speeds, reliability, and driver and pedestrian safety along a 10-mile bus route in the Borough of Brooklyn from the Gravesend to Spring Creek neighborhoods. The B82 SBS will be launched in 2018 by NYC DOT and NYCTA. The capital project focuses on the 7.5-mile portion of the entire SBS corridor along Kings Highway (Segment K), Flatlands Avenue (Segment F), and Pennsylvania Avenue (Segment P). Along these three corridors, the capital project will build a combination of new bus lanes with high-quality bus stations and signal timing changes, as well as safety improvements for bus passengers, pedestrians, and all street users. Bus stops will be rehabilitated with expanded ADA-accessible platforms, bus shelters, lighting, and seating. Concrete curb extensions and central medians will be built to reduce crossing distances. Additionally, all the medians along Kings Highway will be reconstructed bringing them to a state of good repair along with the bus stops.",Streets and Roadways,Brooklyn,DOT,,Design,12/07/17,83708154,,700000,,1999154,05/09/24,0,0,
09/01/19 00:00,802,South Brooklyn Crosstown SBS,,Streets and Roadways,Brooklyn,DOT,,,,,,,,1999154,,,0,
01/01/19 00:00,803,"Grand Concourse Street Reconstruction, Phase 5 (Great Streets)",Reconstruction of Grand Concourse from E Fordham Rd to E 198th Street,Streets and Roadways,,DOT,,Design,11/26/2018,54171000,,404130,,404130,06/21/2024,228,0,
05/01/19 00:00,803,"Grand Concourse Street Reconstruction, Phase 5 (Great Streets)",Reconstruction of Grand Concourse from E Fordham Rd to E 198th Street,Streets and Roadways,,DOT,,Design,11/26/2018,54171000,,0,,404130,11/06/23,-228,0,
09/01/19 00:00,803,"Grand Concourse Street Reconstruction, Phase 5 (Great Streets)",,Streets and Roadways,,DOT,,,,,,,,404130,,,0,
01/01/19 00:00,806,4th Ave Safety Improvements - Phase B (Great Streets),4th Ave Safety Improvements Phase B - from Atlantic to 8th Street,Streets and Roadways,,DOT,,Design,05/28/2018,30015595,,-187000,,-187000,05/13/2024,0,0,
09/01/19 00:00,806,4th Ave Safety Improvements - Phase B (Great Streets),,Streets and Roadways,,DOT,,,,,,,,-187000,,,0,
03/01/18 00:00,807,Citywide Pedestrian Refuge Locations,Citywide Pedestrian Refuge Locations,Streets and Roadways,Citywide,DOT,,Design,12/27/2017,26969000,,,,1200850,08/21/2023,,0,
08/01/18 00:00,807,Citywide Pedestrian Refuge Locations,Citywide Pedestrian Refuge Locations,Streets and Roadways,Citywide,DOT,,Design,12/27/2017,39521295,,12552295,,1200850,12/20/2023,121,0,
01/01/19 00:00,807,Citywide Pedestrian Refuge Locations,Citywide Pedestrian Refuge Locations,Streets and Roadways,Citywide,DOT,,Design,12/27/2017,28172851,,-11348444,,1200850,05/05/22,-594,0,
05/01/19 00:00,807,Citywide Pedestrian Refuge Locations,Citywide Pedestrian Refuge Locations,Streets and Roadways,Citywide,DOT,,Design,12/27/2017,28169850,,-3001,,1200850,08/21/2023,473,0,
09/01/19 00:00,807,Citywide Pedestrian Refuge Locations,,Streets and Roadways,Citywide,DOT,,,,,,,,1200850,,,0,
03/01/18 00:00,808,East 175th Street over Metro North Railroad (Harrison Line),"Reapir the East 175th Street bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Design,03/11/08,38321339,,,,-7853065,07/07/21,,85,
08/01/18 00:00,808,East 175th Street over Metro North Railroad (Harrison Line),"Reapir the East 175th Street bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Design,03/11/08,38676339,,355000,,-7853065,08/05/21,29,85,
01/01/19 00:00,808,East 175th Street over Metro North Railroad (Harrison Line),"Reapir the East 175th Street bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Design,03/11/08,25962339,,-12714000,,-7853065,05/11/22,279,85,
05/01/19 00:00,808,East 175th Street over Metro North Railroad (Harrison Line),"Reapir the East 175th Street bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Construction Procurement,03/11/08,30468274,,4505935,,-7853065,09/30/2021,-223,85,
09/01/19 00:00,808,East 175th Street over Metro North Railroad (Harrison Line),,Bridges,Bronx,DOT,,,,,,,,-7853065,,,85,
09/01/19 00:00,810,Grand Concourse Bridge Rehabilitation,,Bridges,,DOT,,,,,,,,,,,,
03/01/18 00:00,811,East 180th Street over Metro North Railroad (Harrison Line),"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Design,02/06/17,30038945,,,,8841000,12/04/21,,296,
08/01/18 00:00,811,East 180th Street over Metro North Railroad (Harrison Line),"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Construction Procurement,02/06/17,30850945,,812000,,8841000,01/02/22,29,296,
01/01/19 00:00,811,East 180th Street over Metro North Railroad (Harrison Line),"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Construction Procurement,02/06/17,37309945,,6459000,,8841000,03/24/2022,81,296,
05/01/19 00:00,811,East 180th Street over Metro North Railroad (Harrison Line),"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",Bridges,Bronx,DOT,,Construction Procurement,02/06/17,38879945,,1570000,,8841000,09/26/2022,186,296,
09/01/19 00:00,811,East 180th Street over Metro North Railroad (Harrison Line),,Bridges,Bronx,DOT,,,,,,,,8841000,,,296,
03/01/18 00:00,812,Brooklyn Public School 127 Addition,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction Procurement,07/14/2017,90381391,,,,-24805809,09/03/21,,0,
08/01/18 00:00,812,Brooklyn Public School 127 Addition,Design and construction of an addition to an existing school.,Schools,Brooklyn,SCA,DOE,Construction,07/14/2017,74233765,,-16147626,,-24805809,09/03/21,0,0,
01/01/19 00:00,812,Brooklyn Public School 127 Addition,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,07/14/2017,63981497,,-10252268,,-24805809,09/03/21,0,0,
05/01/19 00:00,812,Brooklyn Public School 127 Addition,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,07/14/2017,65095916,,1114419,,-24805809,09/03/21,0,0,
09/01/19 00:00,812,Brooklyn Public School 127 Addition,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,07/14/2017,65575582,,479666,,-24805809,09/03/21,0,0,
03/01/18 00:00,813,Brooklyn PS/IS @ 3269 Atlantic Ave New Construction,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction Procurement,02/02/17,102714402,,,,-5630761,09/03/20,,0,
08/01/18 00:00,813,Brooklyn PS/IS @ 3269 Atlantic Ave New Construction,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,02/02/17,93003281,,-9711121,,-5630761,09/03/20,0,0,
01/01/19 00:00,813,Brooklyn PS/IS @ 3269 Atlantic Ave New Construction,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,02/02/17,95276870,,2273589,,-5630761,09/03/20,0,0,
05/01/19 00:00,813,Brooklyn PS/IS @ 3269 Atlantic Ave New Construction,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,02/02/17,96353132,,1076262,,-5630761,09/03/20,0,0,
09/01/19 00:00,813,Brooklyn PS/IS @ 3269 Atlantic Ave New Construction,Design and construction of a new school,Schools,Brooklyn,SCA,DOE,Construction,02/02/17,97083641,,730509,,-5630761,09/03/20,0,0,
03/01/18 00:00,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,11/15/2016,91594829,,,,-10852601,09/03/21,,0,
08/01/18 00:00,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,11/15/2016,76791145,,-14803684,,-10852601,09/03/21,0,0,
01/01/19 00:00,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,11/15/2016,78658829,,1867684,,-10852601,09/03/21,0,0,
05/01/19 00:00,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,11/15/2016,79266939,,608110,,-10852601,09/03/21,0,0,
09/01/19 00:00,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,11/15/2016,80742228,,1475289,,-10852601,09/03/21,0,0,
03/01/18 00:00,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,03/24/2017,50918140,,,,-6089333,09/03/20,,0,
08/01/18 00:00,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,03/24/2017,42865010,,-8053130,,-6089333,09/03/20,0,0,
01/01/19 00:00,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,03/24/2017,44060629,,1195619,,-6089333,09/03/20,0,0,
05/01/19 00:00,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,03/24/2017,44370943,,310314,,-6089333,09/03/20,0,0,
09/01/19 00:00,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,03/24/2017,44828807,,457864,,-6089333,09/03/20,0,0,
03/01/18 00:00,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction Procurement,12/27/2016,117171000,,,,-21721218,09/03/21,,0,
08/01/18 00:00,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,12/27/2016,92719448,,-24451552,,-21721218,09/03/21,0,0,
01/01/19 00:00,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,12/27/2016,94381565,,1662117,,-21721218,09/03/21,0,0,
05/01/19 00:00,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,12/27/2016,95075081,,693516,,-21721218,09/03/21,0,0,
09/01/19 00:00,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,12/27/2016,95449782,,374701,,-21721218,09/03/21,0,0,
03/01/18 00:00,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Design,07/14/2016,74377000,,,,-11533000,06/07/21,,303,
08/01/18 00:00,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Construction Procurement,07/14/2016,58175000,,-16202000,,-11533000,07/28/2021,51,303,
01/01/19 00:00,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Construction Procurement,07/14/2016,62953000,,4778000,,-11533000,06/29/2021,-29,303,
05/01/19 00:00,833,4Th Ave. Safety Improvements Phase II-Vision Zero,4TH AVENUE SAFETY IMPROVEMENTS PHASE II - VISION ZERO GREAT STREETS,Streets and Roadways,,DDC,DOT,Construction Procurement,06/01/17,58469000,,-4484000,,-11533000,11/03/21,127,303,
09/01/19 00:00,833,4Th Ave. Safety Improvements Phase II-Vision Zero,4TH AVENUE SAFETY IMPROVEMENTS PHASE II - VISION ZERO GREAT STREETS,Streets and Roadways,,DDC,DOT,Construction Procurement,06/01/17,62844000,,4375000,,-11533000,04/06/22,154,303,
01/01/19 00:00,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Fire Alarm Upgrade and Sprinkler Installation at 851 Grand Concourse, Bronx Supreme Court.",Public Safety and Criminal Justice,,DDC,DCAS,Design,07/11/18,43180390,,,,12019610,10/06/23,,95,
05/01/19 00:00,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",Public Safety and Criminal Justice,,DDC,DCAS,Design,07/11/18,55200000,,12019610,,12019610,01/09/24,95,95,
09/01/19 00:00,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",Public Safety and Criminal Justice,,DDC,DCAS,Design,07/11/18,55200000,,0,,12019610,01/09/24,0,95,
01/01/19 00:00,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,Public Safety and Criminal Justice,,DDC,DCAS,Design,04/10/18,49812526.69,,,,49230473.31,10/31/2023,,42,
05/01/19 00:00,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,"Queens Criminal Court, Electrical and Fire Alarm, 125-01 Queens Boulevard - Upgrade of the Electrical and Fire Alarm systems including emergency back-up generator and associated electrical, mechanical, architectural and structural components.",Public Safety and Criminal Justice,,DDC,DCAS,Design,04/10/18,99043000,,49230473,,49230473.31,10/31/2023,0,42,
09/01/19 00:00,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,"Queens Criminal Court, Electrical and Fire Alarm, 125-01 Queens Boulevard - Upgrade of the Electrical and Fire Alarm systems including emergency back-up generator and associated electrical, mechanical, architectural and structural components.",Public Safety and Criminal Justice,,DDC,DCAS,Design,04/10/18,99043000,,0,,49230473.31,12/12/23,42,42,
05/01/19 00:00,840,"Asphalt Plant, 30-01 Harper St, Queens Demo/Cons","Demolition and rebuild of the existing structures housing the equipment and related facilities necessary for the production, storage and distribution of asphalt at the NYC Harper Street Asphalt Plant facility. All of the existing equipment, storage facilities, and related buildings will be replaced with a new state of the art plant. In addition, the work will involve installing sanitary and storm drainage systems to comply with current government regulatory standard",Industrial Development,,DDC,DOT,Design,04/03/19,41777000,,1063745,,1063745,12/04/23,175,237,
09/01/19 00:00,840,"Asphalt Plant, 30-01 Harper St, Queens Demo/Cons","Demolition and rebuild of the existing structures housing the equipment and related facilities necessary for the production, storage and distribution of asphalt at the NYC Harper Street Asphalt Plant facility. All of the existing equipment, storage facilities, and related buildings will be replaced with a new state of the art plant. In addition, the work will involve installing sanitary and storm drainage systems to comply with current government regulatory standard",Industrial Development,,DDC,DOT,Design,04/03/19,41777000,,0,,1063745,02/04/24,62,237,
01/01/19 00:00,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"Comprehensive interior and exterior renovation, which includes HVAC, BMS, FA, roof and envelope.",Libraries,,DDC,BPL,Design,06/27/2018,26368000,,,,0,08/31/2024,,16,
05/01/19 00:00,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"New Utrech branch library is a comprehensive interior and exterior renovation which includes new fire alarm/ BMS, new interior layout, new HVAC, new roof, exterior rehabilitation and landscape.",Libraries,,DDC,BPL,Design,06/27/2018,26368000,,0,,0,06/18/2024,-74,16,
09/01/19 00:00,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"New Utrech branch library is a comprehensive interior and exterior renovation which includes new fire alarm/ BMS, new interior layout, new HVAC, new roof, exterior rehabilitation and landscape.",Libraries,,DDC,BPL,Design,06/27/2018,26368000,,0,,0,09/16/2024,90,16,
08/01/18 00:00,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,04/02/18,26970000,,,,600000,07/22/2019,,180,
01/01/19 00:00,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,04/02/18,27571000,,601000,,600000,01/18/2020,180,180,
05/01/19 00:00,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,04/02/18,27570000,,-1000,,600000,01/18/2020,0,180,
09/01/19 00:00,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,04/02/18,27570000,,0,,600000,01/18/2020,0,180,
08/01/18 00:00,843,SOUTH BROOKLYN CROSSTOWN SBS,Southern Brooklyn Crosstown Bus Roue Improvements,Industrial Development,,DDC,DOT,Design,07/17/2018,81809000,,,,1100000,08/01/24,,104,
01/01/19 00:00,843,SOUTH BROOKLYN CROSSTOWN SBS,Southern Brooklyn Crosstown Bus Roue Improvements,Industrial Development,,DDC,DOT,Design,07/17/2018,82809000,,1000000,,1100000,09/20/2025,415,104,
05/01/19 00:00,843,SOUTH BROOKLYN CROSSTOWN SBS,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),Industrial Development,,DDC,DOT,Design,07/17/2018,82909000,,100000,,1100000,11/13/2024,-311,104,
09/01/19 00:00,843,SOUTH BROOKLYN CROSSTOWN SBS,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),Industrial Development,,DDC,DOT,Design,07/17/2018,82909000,,0,,1100000,11/13/2024,0,104,
08/01/18 00:00,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South Section of Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West,Streets and Roadways,,DDC,DOT,Construction,08/14/2013,9770000,,,,23163000,11/16/2019,,180,
01/01/19 00:00,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South Section of Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West,Streets and Roadways,,DDC,DOT,Construction,08/14/2013,32703000,,22933000,,23163000,01/29/2020,74,180,
05/01/19 00:00,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South section of the Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West.,Streets and Roadways,,DDC,DOT,Construction,08/14/2013,32933000,,230000,,23163000,05/14/2020,106,180,
09/01/19 00:00,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South section of the Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West.,Streets and Roadways,,DDC,DOT,Construction,08/14/2013,32933000,,0,,23163000,05/14/2020,0,180,
05/01/19 00:00,845,"RECONST. OF COLUMBIA ST., PH II/BED-768B/SEK002321","Roadway reconstruction including new sewers, water main, street lighting and traffic signals: Columbia Street south of Hamilton Avenue.",Streets and Roadways,,DDC,DOT,Design,07/01/19,113874000,,0,,0,07/14/2024,0,0,
09/01/19 00:00,845,"RECONST. OF COLUMBIA ST., PH II/BED-768B/SEK002321","Roadway reconstruction including new sewers, water main, street lighting and traffic signals: Columbia Street south of Hamilton Avenue.",Streets and Roadways,,DDC,DOT,Design,07/01/19,113874000,,0,,0,07/14/2024,0,0,
05/01/19 00:00,847,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,Streets and Roadways,,DDC,DOT,Design,10/09/18,44050000,,25549000,,25549000,07/10/24,-65,210,
09/01/19 00:00,847,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,Streets and Roadways,,DDC,DOT,Design,10/09/18,44050000,,0,,25549000,04/11/25,275,210,
08/01/18 00:00,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,Construction of Storm and Combined Sewers in 9th Street,Sewers,,DDC,DEP,Construction Procurement,10/01/14,29834000,,,,-1000,11/26/2024,,-1268,
01/01/19 00:00,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,Construction of Storm and Combined Sewers in 9th Street,Sewers,,DDC,DEP,Construction,10/01/14,29833000,,-1000,,-1000,06/07/21,-1268,-1268,
05/01/19 00:00,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,"New Storm and Combined Sewers and Water Main work in 9th Street between 2nd Ave and Gowanus canal, Brooklyn",Sewers,,DDC,DEP,Construction,10/01/14,29833000,,0,,-1000,06/07/21,0,-1268,
09/01/19 00:00,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,"New Storm and Combined Sewers and Water Main work in 9th Street between 2nd Ave and Gowanus canal, Brooklyn",Sewers,,DDC,DEP,Construction,10/01/14,29833000,,0,,-1000,06/07/21,0,-1268,
08/01/18 00:00,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,High Level Storm Sewer Installation and Water Main Replacement in Gowanus Canal Phase II in the Borough of Brooklyn.,Sewers,,DDC,DEP,Construction Procurement,09/30/2016,33680000,,,,903000,03/30/2021,,183,
01/01/19 00:00,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,High Level Storm Sewer Installation and Water Main Replacement in Gowanus Canal Phase II in the Borough of Brooklyn.,Sewers,,DDC,DEP,Construction,09/30/2016,34191000,,511000,,903000,09/29/2021,183,183,
05/01/19 00:00,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,"High Level Storm and Combine Sewer installation and Water Main replacement in Gowanus Canal Area Phase-2, Brooklyn.",Sewers,,DDC,DEP,Construction,09/30/2016,34583000,,392000,,903000,09/29/2021,0,183,
09/01/19 00:00,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,"High Level Storm and Combine Sewer installation and Water Main replacement in Gowanus Canal Area Phase-2, Brooklyn.",Sewers,,DDC,DEP,Construction,09/30/2016,34583000,,0,,903000,09/29/2021,0,183,
08/01/18 00:00,850,253 Broadway NYC. Fire Alarm Raplacement,"Installation of new building wide fire alarm, sprinkler distribution and BMS system throughout building.",Other Government Facilities,,DDC,DCAS,Design,01/22/2018,39342000,,,,-9708000,09/30/2022,,-148,
01/01/19 00:00,850,253 Broadway NYC. Fire Alarm Raplacement,"Installation of new building wide fire alarm, sprinkler distribution and BMS system throughout building.",Other Government Facilities,,DDC,DCAS,Design,01/22/2018,41516985.4,,2174985,,-9708000,09/30/2022,0,-148,
05/01/19 00:00,850,253 Broadway NYC. Fire Alarm Raplacement,Installation of new building wide fire alarm and sprinkler distribution for 253 Broadway,Other Government Facilities,,DDC,DCAS,Design,01/22/2018,29634000,,-11882985,,-9708000,03/04/22,-210,-148,
09/01/19 00:00,850,253 Broadway NYC. Fire Alarm Raplacement,Installation of new building wide fire alarm and sprinkler distribution for 253 Broadway,Other Government Facilities,,DDC,DCAS,Design,01/22/2018,29634000,,0,,-9708000,05/05/22,62,-148,
08/01/18 00:00,851,FUEL TANK REPLACEMENT,"Upgrading, decommissioning, or replacement of petroleum product storage tanks at approximately 50 sites (multi-agency) in Brooklyn and Staten Island.",Industrial Development,,DDC,DCAS,Design,10/30/2017,31493000,,,,0,10/14/2021,,0,
01/01/19 00:00,851,FUEL TANK REPLACEMENT,"Upgrading, decommissioning, or replacement of petroleum product storage tanks at approximately 50 sites (multi-agency) in Brooklyn and Staten Island.",Industrial Development,,DDC,DCAS,Construction,10/30/2017,31493000,,0,,0,10/14/2021,0,0,
